Name	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau a	diau b	diau c	diau d	diau e	diau f	diau g
YGL086W	-0.03	-0.6	-0.23	-0.3	-0.34	-0.49	-0.12	-0.38	-0.29	-0.4	-0.17	-0.12	0.21	-0.43	-0.22	-0.23	-0.15	-0.07	-0.49	-0.45	0	-0.09	-0.29	-0.27	-0.07	-0.25	-0.1	0.31	-0.38	0.07	-0.58	0.06	-0.25	0	-0.09	-0.51	-0.51	-0.6	-0.47	-0.07	-0.27	-0.42	-0.38	0.31	-0.42	-0.67	-0.54	-0.07	0.24	0.42	-0.04	-0.01	-0.06	-0.45	-0.45	-0.89	0.34	0.9	-0.1	0.04	-0.38	-0.56	-0.03	-0.2	-0.1	-0.36	-0.42	-0.27	-0.62	-0.32	-0.89	-0.67	0.04	0.18	-0.09	-0.32	-0.32	-0.43	-0.69
YJL061W	-0.32	-0.62	-0.06	0	0.12	0.08	-0.06	-0.2	-0.14	-0.29	0.18	-0.01	-0.14	0	-0.18	-0.18	0.16	-0.38	0.48	-0.3	-0.3	-0.23	-0.12	-0.43	-0.29	-0.51	-0.67	-0.64	-0.29	-0.56	-0.74	-0.67	-0.18	-0.32	-0.34	-0.54	-0.27	-0.2	-0.2	0.55	-0.29	-0.45	-0.69	-0.03	-0.18	-0.4	-0.56	-0.25	-0.34	-0.1	-0.47	-0.76	-0.92	-0.17	-0.43	-0.27	-0.22	-0.03	-0.4	-0.42	-0.07	-0.81	-0.06	-0.71	-0.56	-0.51	-0.51	-0.42	-0.12	-0.04	-0.56	-0.49	0.1	0.25	0.3	-0.07	0.04	0.12	-0.6
YIL085C	-0.03	-0.49	-0.07	-0.62	0.2	-0.12	0.33	0	0.07	-0.2	-0.01	-0.23	-0.12	-0.25	0.1	0.03	0.06	-0.3	-0.32	-0.56	-0.45	-0.58	0	-0.45	-0.22	-0.34	-0.27	-0.56	-0.29	-0.3	-0.34	-0.43	-0.3	-0.17	-0.06	0.07	0.07	0	-0.27	-0.17	-1.15	-0.09	-0.1	0.03	-0.25	-0.51	-0.38	-0.43	-0.58	-0.47	-0.45	-0.32	-0.97	-0.04	-0.2	-0.49	-0.6	-0.81	-0.45	-0.42	-0.32	-0.27	-0.07	-0.32	-0.2	-0.6	-0.42	-0.54	-0.29	-0.3	-0.89	-0.86	-0.12	-0.07	-0.09	-0.27	-0.18	-0.43	-0.71
YML095C	-0.23	-0.69	-0.34	-0.2	-0.04	-0.14	-0.09	-0.17	-0.36	-0.43	-0.4	-0.32	-0.06	-0.49	-0.2	-0.34	0.12	-0.29	-0.1	-0.38	-0.6	-0.67	-0.27	-0.2	-0.34	-0.62	-0.23	-0.15	-0.27	-0.32	-0.29	-0.4	0.24	-0.01	0.07	-0.12	-0.17	0.03	-0.14	0.03	0.01	-0.1	-0.14	-0.17	-0.17	-0.15	-0.17	-0.43	-0.36	-0.29	-0.18	-0.58	-0.92	-0.64	-0.47	-0.64	-0.3	-0.12	-0.14	-0.51	-0.45	0.03	0.11	-0.09	-0.1	-0.74	-0.4	-0.67	0.07	0.2	-1	-0.86	0.06	0.08	-0.1	-0.4	-0.2	0	-0.15
YDR414C	-0.3	-0.4	-0.04	0.31	0.15	-0.12	0.16	-0.4	-0.14	-0.1	-0.18	-0.2	0.31	-0.29	-0.14	-0.22	-0.22	-0.32	-1.4	-0.34	-0.71	-0.6	-0.22	-0.12	-0.22	-0.12	-0.03	-0.07	-0.01	-0.51	-0.23	-0.14	-0.76	-0.54	-0.29	-0.22	-0.36	-0.64	-0.58	-0.27	-0.51	-0.36	-0.67	-1.12	-0.54	-0.71	-0.45	-0.09	-0.22	-0.84	-0.38	-0.04	-0.86	0.53	-0.4	-0.12	0.48	0.04	-0.12	-0.79	-0.6	-0.97	-0.49	-0.42	-0.14	-0.47	-0.79	-0.69	-0.25	0.03	-1.03	-1.15	-0.23	-0.09	0.36	-0.32	-0.56	-0.07	0.04
YOR094W	-0.32	0.01	-0.81	0	-0.49	-0.01	-0.1	-0.2	-0.14	-0.36	-0.43	-0.43	-0.1	-0.64	-0.84	-0.06	-0.3	-0.4	-0.01	-0.09	-0.29	-0.06	-0.07	0.58	0.12	-0.09	-0.64	-0.38	0.34	-0.45	-0.64	-0.29	-1.06	0.2	0	-0.18	-0.34	-0.23	-0.25	-0.06	-0.01	-0.69	-0.47	0.16	-0.29	-0.45	-0.32	-0.51	-0.22	-0.36	-0.22	-0.27	-0.38	0.16	-0.34	-0.36	-0.09	0.06	-0.4	-1.03	-0.62	-0.67	-0.09	-0.29	-0.29	-0.01	-0.76	-0.81	-0.69	0.26	-0.79	-0.84	-0.04	-0.38	-0.09	-0.54	-0.56	-0.27	-0.54
YIL020C	-0.3	-0.17	-0.47	-0.43	-0.27	-0.32	-0.29	-0.1	0.03	-0.22	-0.07	-0.29	0.11	-0.4	-0.03	-0.04	-0.3	-0.17	-0.64	-0.38	-0.17	-0.23	-0.18	-0.01	-0.12	-0.1	-0.71	-0.18	-0.22	-0.38	-0.18	-0.07	-0.22	-0.01	-0.06	-0.1	-0.25	-0.2	-0.27	-0.2	-0.22	-0.45	-0.27	-0.54	-0.32	-0.74	-0.45	-0.25	-0.15	-0.2	-0.18	-0.27	-0.07	0.15	-0.51	0.07	-0.04	0.77	-0.34	-1.03	-0.67	-0.86	-0.54	-0.25	-0.17	-0.27	-0.76	-0.92	-0.43	0.06	-0.49	-1	0.07	-0.27	-0.2	-0.47	-0.38	-0.58	-0.71
YOR039W	-0.36	-0.67	0.04	0.1	0.2	0.19	-0.04	-0.43	-0.3	-0.42	-0.17	-0.43	0.01	-0.49	-0.14	-0.6	-0.23	-0.23	-0.12	-1.09	-0.71	-0.81	-0.45	-0.43	-0.51	-0.29	-0.43	-0.64	-0.69	-0.27	-0.47	-0.81	0.19	0.26	0.18	-0.2	-0.1	-0.18	-0.01	0.54	-0.01	-0.3	-0.1	-0.34	-0.03	-0.18	-0.03	-0.49	0.53	0.61	0.12	-0.4	-0.4	0.03	-0.62	-1.4	0	0	-0.86	-0.74	-1.09	-1.22	-0.86	-1.18	-0.17	0.24	-0.51	-0.89	-0.58	-0.81	-0.69	-1.56	-0.01	0.18	-0.18	-0.58	-0.04	-0.32	-0.51
YMR005W	-0.27	-0.38	-0.03	-0.62	-0.25	-0.49	-0.14	-0.49	-0.3	-0.22	-0.29	-0.32	-0.23	-0.45	-0.3	-0.47	-0.09	-0.38	-0.06	-0.69	-0.45	-0.45	-0.15	-0.23	-0.47	-0.14	-0.17	-0.32	-0.45	-0.25	-0.04	-0.25	0.54	0.5	0.28	-0.1	-0.14	-0.22	0.18	0.04	0	-0.06	0	-0.47	0.25	0	0.2	-0.09	0	-0.09	-0.34	-0.74	-0.49	0.19	-0.69	-0.74	0	0.39	-0.76	-0.64	-0.79	-0.89	-0.38	-0.74	-0.29	0	-0.4	-0.71	-0.74	-0.47	-1.09	-1.22	0.06	0.19	0.4	-0.1	-0.03	0.45	-0.22
YJR068W	-0.22	-0.67	-0.29	-0.32	-0.23	-0.56	-0.06	-0.4	-0.12	-0.4	-0.27	-0.32	-0.1	-0.64	-0.15	-0.54	-0.03	-0.38	-0.23	-0.56	-0.76	-0.42	-0.36	-0.34	-0.49	-0.32	-0.14	-0.22	0.04	-0.1	-0.36	-0.29	-0.03	0.2	-0.03	-0.54	-0.32	-0.18	-0.3	0.57	-0.09	-0.14	-0.71	0.48	-0.18	-0.09	-0.27	-0.51	0.23	0.26	-0.04	-0.27	-0.4	-0.06	-0.56	-0.58	0.63	0	-0.64	-1.15	-0.86	-0.79	-0.34	-0.67	-0.22	0.01	-0.4	-0.42	-0.4	-0.27	-0.6	-0.97	-0.43	0.36	0.42	-0.09	0.5	0.61	-0.14
YKL144C	-0.29	-0.84	-0.43	0	-0.07	-0.42	0.08	-0.25	0.01	-0.15	-0.2	-0.29	-0.04	-0.56	-0.18	-0.43	-0.07	0	-0.64	-0.54	-0.42	-0.6	0.15	-0.07	-0.34	-0.18	-0.1	-0.25	-0.2	-0.23	-0.62	-0.34	0.32	0.24	0.14	0	0.11	0.01	-0.03	-0.45	-0.1	-0.03	0.06	-1	-0.07	-0.25	-0.01	-0.36	0.07	-0.06	0	-0.27	-0.36	-0.15	-0.62	-1	0.33	0.3	-0.34	-1.36	-0.6	-0.49	-0.34	-0.17	-0.12	-0.45	-0.45	-0.71	-0.64	-0.2	-0.45	-0.6	-0.29	0.07	0.19	-0.36	-0.56	0.14	-0.45
YNL261W	0.11	0.07	0.11	-0.17	0.07	0.12	0.25	-0.06	-0.07	-0.03	-0.25	-0.27	-0.07	-0.38	-0.22	-0.34	0.04	0.6	-0.62	-0.15	-0.29	0.28	0.36	0.23	0.03	-0.25	-0.18	-0.34	-0.23	-0.43	-0.56	-0.27	0.08	0.03	0.31	0.26	0.34	0.18	0.14	-0.03	-0.22	0.12	0.16	-0.84	-0.07	-0.2	0.03	-0.79	0	-0.27	-0.25	-0.67	-0.64	-0.18	-0.47	-1.03	0.19	0.54	-0.23	-0.76	-0.36	-0.64	-0.07	-0.3	0.32	-0.38	-0.36	-0.51	-0.74	-0.12	-0.54	-0.2	-0.14	0.11	0.28	-0.27	-0.3	0.03	-0.71
YML031W	-0.36	0.14	-0.3	-0.18	0.06	-0.17	0.37	-0.09	0.03	-0.36	-0.23	-0.42	-0.06	-0.42	0.11	-0.2	0.08	-0.51	-0.54	-0.6	-0.71	-0.79	-0.43	-0.4	-0.14	-0.14	-0.2	-0.17	-0.56	-0.25	-0.3	-0.49	0.07	-0.12	0.1	0.18	0.32	0	0.06	0.1	-0.06	0.28	0	-0.64	-0.32	-0.38	-0.29	-0.51	0.16	0.34	-0.23	-0.51	-0.27	-0.27	-0.74	-0.89	0.39	0.33	-0.67	-0.79	-0.49	-0.69	0.04	-0.51	-0.2	-0.89	-0.49	-0.6	-0.4	-0.71	-0.64	-0.25	0.16	0.12	0.19	-0.36	-0.18	-0.32	-0.92
YJL201W	-0.89	-0.81	0.1	0.08	0.06	-0.09	0.07	-0.38	-0.49	-0.58	-0.42	-0.27	-0.03	-0.38	-0.01	-0.27	-0.15	-0.67	-1.43	-1.03	-0.84	-0.74	-0.47	-0.25	-0.14	-0.38	-0.25	-0.49	-0.23	-0.29	-0.69	-0.64	-0.62	-0.2	0.31	0.43	0.2	-0.4	-0.17	0.29	0.06	0.15	-0.27	-0.67	-0.58	-0.51	-0.49	-0.58	0.62	0.28	-0.4	-0.74	-0.6	0.2	-0.89	-1.06	1.36	0.52	-0.62	-0.25	-0.45	-0.32	0.08	-0.34	-0.64	-0.42	-0.54	-0.92	-0.32	-0.29	-0.71	-0.71	0.12	0.01	0.11	-0.1	-0.15	0.25	-0.04
YLR321C	-0.54	-1.22	-0.58	-0.84	-0.32	-0.45	-0.01	-0.49	-0.34	-0.6	-0.64	-0.76	-0.42	-0.84	-0.34	-0.34	-0.22	-0.51	-0.3	-0.71	-0.76	-0.64	-0.36	-0.58	-0.56	-0.34	-0.36	-0.51	-0.42	-0.42	-0.14	-0.6	-0.32	-0.29	-0.32	-0.32	-0.2	-0.38	-0.2	-0.42	-0.32	-0.15	-0.18	-0.14	0.04	-0.22	-0.09	-0.58	0.41	0.15	-0.17	-0.43	-0.4	-0.27	-0.54	-0.51	-0.17	-0.58	-0.67	-0.94	-0.56	-0.36	-0.27	-0.47	-0.14	0.07	-0.58	-0.62	-0.01	0.26	-0.92	-0.51	-0.12	0.14	0.45	-0.15	0.06	0.32	-0.23
YER032W	-1.03	-1.25	-0.84	-0.49	0.03	0.51	0.29	0.23	-0.07	-0.54	-0.58	-0.74	-0.25	-0.15	0.4	0.14	0.25	-0.22	-1.03	-0.94	-0.76	-0.92	-0.47	-0.74	-0.45	-0.03	-0.14	-0.32	-0.67	-0.1	-0.1	-0.62	-0.71	-0.4	-0.03	0.4	0.33	-0.3	-0.58	-0.47	0.33	0.16	0.08	-0.92	-0.45	-0.69	-0.51	-0.23	0.29	0.08	0.16	-0.15	-0.12	-0.1	-0.29	-0.58	0.99	0.73	-0.14	-0.43	-0.45	-0.79	-0.18	0.21	0.15	-0.49	-0.29	-0.71	-1.06	0.21	-0.69	-0.89	0.01	-0.25	-0.03	-0.29	-0.27	-0.09	-0.84
YKL092C	-0.22	-0.45	-0.29	-0.17	0	-0.25	-0.12	-0.29	-0.1	-0.3	-0.09	-0.09	0.06	-0.15	0.03	0	-0.47	-0.2	-0.22	-0.36	-0.1	0.01	0.11	-0.01	0.08	-0.03	0.12	0.16	0.01	-0.06	-0.09	-0.32	-0.36	0.23	0	-0.67	-0.43	0.12	-0.03	0.55	-0.25	-1	-0.38	0.06	-1.22	-0.45	-0.71	-0.27	0.25	0.23	0.29	-0.25	0.29	-0.34	-0.38	-0.64	0.66	0.48	0.04	-0.42	-0.64	-0.23	-0.29	-0.3	-0.56	-0.64	-0.64	-0.64	-0.29	-0.3	-0.45	-0.2	-0.03	-0.03	-0.1	-0.18	-0.36	-0.14	-0.34
YKL130C	-0.54	-0.71	-0.76	-0.74	-1.36	-0.2	0.01	-0.2	0.14	0.18	-0.38	-0.49	-0.29	-0.62	-0.45	-0.22	-0.22	0.01	-0.22	-0.25	-0.18	-0.47	-0.29	-0.23	-0.4	-0.03	-0.3	0.07	0.33	-0.01	-0.22	0.08	-0.23	-0.34	-0.42	0.39	0.51	0.67	-0.04	-0.17	0	-0.97	0.46	-0.07	-0.03	-0.54	-0.25	0	-0.23	-0.06	-0.06	-0.2	-0.32	-0.36	-0.14	-0.79	0.92	1.23	-0.12	-0.36	-0.49	-0.92	-0.23	0.24	-0.6	-0.38	-0.58	-0.67	-0.51	0.32	-1	-0.47	0.03	-0.14	0.41	-0.18	0.21	0.3	-0.67
YPR058W	0	-0.51	-0.14	-0.12	0.14	0.23	0.19	-0.07	0.01	-0.2	0.18	-0.29	0.12	-0.2	0.18	-0.27	0.21	-0.14	-0.81	-0.56	-0.49	-0.34	-0.06	-0.1	-0.29	-0.03	-0.23	-0.3	-0.23	-0.03	-0.36	0.01	-0.14	-0.07	0.07	-0.01	0.03	-0.04	0.04	0.01	-0.18	-0.14	0.06	-0.94	-0.27	-0.34	-0.17	-0.32	1.37	0.36	0.39	0.23	-0.1	0.48	-0.22	-0.67	0.71	0	-0.23	-1.06	-0.62	-0.29	-0.58	-0.04	-0.29	-0.6	-0.74	-1.56	0.03	0.18	-0.4	-0.22	0.01	-0.1	0.67	-0.56	-0.43	-1.25	-0.01
YPR060C	0.21	-0.47	0.04	0.25	0.2	0.33	-0.01	0.08	-0.14	-0.27	0.1	-0.14	0.12	-0.38	-0.14	-0.38	0.2	-0.2	-0.94	-0.6	-0.17	0.11	0.33	0.26	-0.1	0.04	-0.3	-0.25	-0.04	-0.69	-0.74	-0.45	0.77	0.64	0.48	0.18	0.14	0.15	0.51	0.42	-0.03	0.23	0.19	-0.58	0.29	0.07	0.12	-0.49	0.64	0.24	0	-0.45	-0.71	0.04	-0.42	-1.51	0.04	0.25	-0.25	-1.15	-0.56	-0.49	-0.43	-0.22	0.28	-0.1	-0.51	-1.09	0.15	-0.1	0.01	0.15	-0.01	-0.1	0.25	-0.64	-0.6	-0.94	-0.76
YLR417W	0.23	-0.42	-0.18	-0.49	-0.25	-0.43	-0.09	-0.34	-0.4	-0.43	-0.42	-0.18	-0.17	-0.56	-0.27	-0.38	-0.01	-0.23	-0.22	-0.36	-0.27	-0.54	-0.47	-0.29	-0.38	-0.25	-0.12	-0.32	-0.1	-0.17	0.01	-0.25	0.14	0.11	0.16	-0.18	-0.22	0.07	0.1	-0.14	-0.43	-0.09	-0.25	0.43	0.07	-0.03	0	-0.38	-0.32	-0.94	-1	-0.97	-1.25	0.45	-0.62	-0.4	0.14	0.65	-0.15	-0.09	-0.23	0.08	-0.1	-0.04	-0.14	-0.12	-0.15	-0.06	0.01	-0.07	0.18	-0.56	-0.34	0	0.41	-0.03	-0.14	0.78	0.31
YKL135C	-0.06	-0.04	-0.29	-0.25	-0.22	-0.27	-0.22	-0.2	-0.06	-0.29	-0.06	-0.22	-0.22	-0.12	-0.01	0.46	-0.27	-0.15	0.45	-0.6	0	-0.34	-0.58	-0.22	-0.4	-0.47	-0.27	-0.32	-0.47	-0.03	-0.43	-0.42	-0.03	-0.07	-0.3	-0.18	-0.27	-0.14	-0.07	0.08	-0.1	-0.3	-0.32	-0.23	0.03	0.1	-0.15	-0.07	-0.09	-0.36	-0.86	-1.32	-0.86	-0.04	-0.74	-0.69	-0.22	0.24	-0.04	-0.15	0	-0.12	-0.29	0.41	-0.32	-0.06	-0.69	-0.58	-0.27	-0.06	-0.4	-0.45	0.31	0.28	0.2	0.03	-0.47	0.08	-0.17
YPL083C	-0.29	-0.62	0.1	-0.27	0.06	-0.34	0.08	-0.15	0.01	-0.3	0.34	0.06	-0.18	-0.34	0.21	-0.22	0.16	0.25	-0.32	-0.67	-0.56	-0.49	-0.43	-0.94	-0.76	-0.34	-0.29	-0.23	-0.71	-0.3	-0.3	-0.45	-0.14	-0.12	-0.06	-0.06	-0.25	-0.36	-0.18	-0.25	-0.32	-0.36	-0.15	-0.58	-0.15	-0.18	-0.27	-0.23	0.04	-0.38	-0.47	-0.97	-0.67	0.12	-0.42	-0.74	0.11	0.28	-0.04	-0.4	-0.15	0.16	-0.17	0.32	-0.58	-0.56	-0.69	-0.43	0.23	0.3	0.28	-0.04	-0.07	0.07	0.41	-0.1	0.03	0.42	-0.25
YPL001W	-0.18	-0.25	0.08	-0.32	-0.03	0.11	0.24	-0.06	0.04	-0.34	-0.06	-0.4	0.07	-0.64	-0.12	-0.2	0.11	0.07	-0.09	-0.69	-0.43	-0.14	-0.36	-0.23	-0.67	-0.42	-0.56	-0.71	-0.74	-0.49	-0.84	-0.56	-0.17	-0.18	0	0.04	-0.17	-0.4	-0.12	0.14	-0.01	-0.38	-0.2	-0.47	-0.14	-0.1	-0.17	-0.36	0.12	-0.42	-0.76	-1.12	-1.15	0.21	-0.56	-1.43	0.03	0.63	-0.32	-0.27	-0.12	-0.07	-0.22	-0.06	-0.18	0.07	-0.18	0	-0.14	0.55	0.44	-0.58	0.07	0.04	0.4	-0.27	-0.07	-0.03	-0.29
YDR164C	0.44	-0.36	-0.34	-0.36	-0.2	-0.4	-0.64	-0.42	0.24	0.15	0.58	-0.3	-0.2	-0.3	-0.43	0.04	-0.22	-0.18	-0.45	-0.36	0.25	-0.04	-0.12	0	-0.06	0.16	-0.07	0.04	-0.04	0.04	0.14	0.04	-0.43	0	-0.1	-0.45	-0.67	-0.36	-0.27	-0.51	-0.32	-0.56	-0.34	0.16	-0.23	-0.36	-0.2	-0.15	-0.47	-0.64	-1.64	-1.06	-0.56	0	-0.64	-0.45	-0.36	0.28	-0.38	-0.67	-0.22	-0.1	-0.25	-0.97	-0.38	-0.38	-0.09	-0.22	-0.64	-0.14	-0.62	-0.79	-0.1	0.1	0.26	-0.3	-0.6	0.24	-0.18
YKL028W	-0.17	0.41	-0.04	-0.23	0.12	0.25	0.03	-0.12	0.07	0	0.23	-0.36	-0.23	-0.4	0.15	0.15	0.19	-0.36	-0.04	-0.51	-0.69	-0.47	-0.36	-0.67	-0.58	-0.36	-0.32	-0.42	-0.42	-0.29	-0.12	-0.45	-0.29	-0.23	-0.32	-0.2	-0.25	-0.17	-0.17	-0.49	-0.4	-0.18	-0.23	-0.27	0.21	-0.09	-0.01	-0.29	-0.06	-0.27	-0.38	-0.56	-0.51	0.03	-0.32	-0.4	-0.49	-0.47	-0.67	-0.18	-0.15	0.42	-0.2	-0.71	-0.38	-0.34	-0.14	-0.27	0.08	-0.43	-0.79	-0.18	-0.04	-0.15	0.45	-0.17	0.06	0.2	0.19
YJR005W	-0.07	-0.23	0.23	-0.2	0.32	0.01	0.12	-0.27	-0.09	-0.18	0.16	-0.27	-0.22	-0.43	0.07	-0.25	-0.04	-0.36	-0.12	-0.64	-0.54	-0.27	-0.51	-0.71	-0.58	-0.6	-0.49	-0.49	-0.38	-0.17	-0.47	-0.58	-0.34	-0.4	-0.09	-0.06	-0.14	-0.18	-0.29	-0.67	-0.4	-0.38	-0.3	-0.56	-0.03	-0.18	0	-0.56	-0.49	-0.47	-0.84	-0.94	-0.74	-0.07	-0.67	-0.43	0.15	-0.01	-0.51	-0.09	-0.07	-0.09	-0.27	-0.58	-0.54	-0.18	-0.36	-0.43	0	0.31	-0.3	-0.47	-0.04	-0.1	-0.27	-0.3	-0.14	0.62	0.2
YHR132C	0.2	-0.03	0.12	-0.22	0.07	-0.22	0.3	-0.22	0.1	-0.18	-0.07	0	-0.3	-0.45	-0.03	-0.14	0.01	-0.38	0.03	-0.45	-0.51	-0.51	-0.49	-0.56	-0.38	-0.06	0.1	-0.23	-0.29	0.1	-0.15	-0.18	-0.18	-0.17	0.15	-0.09	0.18	0.23	0.16	0.19	0.06	0	0.15	0.08	-0.2	-0.09	0.08	-0.34	-0.15	-0.69	-1.06	-1.15	-0.81	0.29	-0.54	-0.42	-0.07	0.06	-0.51	0.07	0.1	-0.07	-0.07	-0.62	-0.14	-0.71	-0.17	-0.32	0.07	0.08	-0.97	-0.67	0.19	0.3	0.28	-0.06	-0.12	0.31	0.07
YMR167W	-0.32	-0.45	-0.43	-0.49	-0.3	-0.45	-0.32	-0.25	-0.27	-0.36	-0.34	-0.38	-0.23	-0.62	-0.36	-0.32	-0.2	-0.01	0.2	-0.81	-0.29	-0.36	-0.38	-0.54	-0.62	-0.47	-0.09	0.06	-0.64	-0.03	-0.07	-0.23	-0.17	-0.01	-0.04	-0.32	-0.18	-0.49	-0.27	-0.6	-0.07	-0.79	-0.47	0.15	-0.06	-0.32	-0.54	-0.34	0	-0.09	-0.76	-0.86	-0.74	-0.29	-0.79	-0.6	0.12	-0.14	-0.45	-0.25	-0.25	0.44	0.18	0.04	-0.74	-0.69	-0.29	-0.6	0.04	0.14	-0.6	-0.97	-0.1	0.14	0.33	0	0.03	0.23	0.37
YKL010C	-0.06	0	0.08	-0.09	0.37	0.43	0.1	-0.15	0.01	-0.01	0.32	-0.17	-0.25	-0.23	0.23	0.06	0.12	-0.18	-0.3	-0.18	-0.38	-0.38	-0.22	-0.47	-0.51	-0.15	0.1	-0.03	-0.29	0.1	0.12	-0.34	-0.07	0.16	-0.06	0.21	-0.04	0.25	-0.07	-0.23	-0.04	-0.3	-0.43	-0.1	-0.36	-0.29	-0.4	-0.3	-0.27	-0.14	-0.51	-0.51	-0.2	-0.1	-0.49	-0.2	-0.01	-0.12	-0.47	0.14	-0.38	0.16	0.15	-1.22	-0.29	-0.56	-0.29	-0.47	0.29	-0.22	-0.54	-0.69	0	-0.09	-0.27	-0.42	-0.17	-0.15	-0.06
YKL025C	-0.1	-0.74	-0.29	-0.47	-0.09	-0.25	0.14	-0.29	-0.07	-0.1	-0.36	-0.15	0.07	-0.34	-0.1	-0.22	0.1	-0.25	0.1	-0.45	-0.47	-0.04	-0.34	-0.69	-0.2	-0.22	0.06	0	-0.36	0.11	-0.09	0.21	-0.62	-0.54	-0.2	0.1	0.15	0.01	-0.15	-0.15	-0.49	0.14	0	-0.86	0	-0.15	-0.14	-0.49	-0.04	-0.29	-0.51	-0.69	-0.79	0.03	-0.81	-0.86	0.98	0.72	-0.64	0.08	-0.47	-0.43	-0.1	-0.76	-0.29	-0.6	-0.07	-0.56	0.11	-0.36	-0.23	-0.47	0.03	0.12	-0.25	-0.42	-0.51	0.24	-0.29
YOR162C	-0.25	-0.36	-0.29	-0.47	-0.27	-0.49	-0.12	-0.09	-0.22	0.01	-0.43	-0.22	-0.51	-0.36	-0.23	-0.45	-0.17	0.41	-0.34	-0.06	-0.03	-0.14	-0.22	0.06	-0.09	0.11	0.15	-0.1	0	0.12	-0.12	-0.22	-0.32	-0.6	-0.32	-0.67	-0.79	-0.3	-0.18	0.15	-1.18	-0.94	-0.62	0.4	-0.84	-0.15	-0.74	-0.42	0.38	0.04	-0.49	-0.71	-0.3	0.3	-0.67	-0.76	0.39	0.96	-0.03	0.32	0.11	-0.38	0.28	-0.06	-0.3	-0.17	-0.17	-0.17	-0.4	0.64	0.06	-0.58	-0.38	0.12	0	-0.34	-0.45	0.03	-0.36
YNL048W	-0.25	-0.51	-0.25	-0.42	0.12	-0.06	0.41	-0.07	-0.03	-0.3	-0.22	-0.36	-0.09	-0.36	0.18	-0.03	0.04	-0.25	-0.42	-0.29	-0.49	-0.4	-0.42	-0.07	-0.23	-0.03	-0.09	-0.22	-0.09	-0.09	-0.2	-0.4	0.2	-0.04	0.11	-0.42	-0.54	-0.42	0.53	0.62	-0.4	-1.47	-0.42	0.38	-0.94	0.21	-0.38	-0.51	0.24	0.04	-0.36	-0.76	-0.62	0.11	-0.69	-0.81	0.2	0.36	-0.1	-0.43	-0.32	-0.47	0.12	0.21	0.06	-0.4	-0.25	-0.18	-0.04	-0.12	-0.12	-0.27	-0.18	-0.07	-0.34	-0.56	-0.14	-0.71	-0.4
YMR220W	-0.12	-0.43	0.01	-0.03	0.39	0.3	0.32	-0.22	0	-0.22	0	-0.17	0.12	-0.32	0.15	-0.23	-0.15	-0.29	-0.18	-0.27	-0.14	-0.22	-0.22	-0.14	-0.29	-0.32	-0.25	-0.22	-0.42	-0.1	-0.22	-0.42	-0.58	0.07	-0.22	-0.38	-0.43	-0.62	-0.45	1.43	-0.23	-1.43	-0.17	0.55	-1.47	-0.51	-0.64	-0.32	0.23	0.03	-0.86	-1.36	-1.47	0.7	-0.81	-1.47	-0.12	0.28	-0.42	-0.34	-0.3	-0.47	-0.1	-0.36	-0.03	-0.79	-0.12	0.14	-0.47	-0.47	-0.76	-1.06	-0.1	0.23	0.41	0.03	0.08	0.3	-0.01
YHR107C	-0.17	-0.6	-0.47	-0.34	0.28	-0.12	0.37	-0.15	0	-0.14	-0.36	-0.3	-0.1	-0.29	-0.06	-0.14	0.15	-0.27	-0.97	-0.67	-0.56	-0.67	-0.04	-0.29	-0.42	0.57	0.21	0.31	-0.22	0.4	0.12	0.24	-0.27	0	-0.34	-0.47	-0.86	-0.43	-0.64	0.84	-0.25	-0.89	-0.54	0.28	-1.64	-0.17	-1.32	-0.38	0.1	0.04	-0.29	-0.97	-0.97	0.32	-0.62	-1.51	0.56	0.39	-0.34	0.15	-0.25	-0.27	0.19	-0.56	-0.09	-0.62	-0.09	-0.27	-0.2	0.14	-0.4	-0.2	-0.03	-0.12	-0.01	-0.22	-0.12	-0.22	-0.84
